case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
EZYV11962,North America,Bachelor's,Y,N,1182,2010,Midwest,100352.79,Year,Y,Denied
EZYV9247,Asia,Master's,Y,N,337,2004,Northeast,44775.66,Year,Y,Certified
EZYV6530,Asia,Master's,Y,N,2071,1991,South,97268.82,Year,Y,Certified
EZYV25431,Asia,Bachelor's,N,N,3414,2000,West,81401.73,Year,Y,Certified
EZYV5897,Asia,Master's,Y,N,3832,1996,Northeast,77610.73,Year,Y,Certified
EZYV23439,Asia,Bachelor's,Y,N,2794,1942,Midwest,108037.03,Year,N,Certified
EZYV15529,Europe,Bachelor's,Y,N,77643,1994,Midwest,101920.89,Year,Y,Certified
EZYV8160,Asia,Bachelor's,Y,Y,1463,2001,South,381.7361,Hour,Y,Denied
EZYV4895,North America,Bachelor's,N,N,12597,1962,Northeast,228.0513,Hour,Y,Denied
EZYV15538,Asia,Master's,Y,N,9891,1981,South,77845.3,Year,N,Certified
EZYV3584,Asia,Doctorate,Y,N,2791,1963,West,76578.61,Year,Y,Certified
EZYV10033,Asia,Master's,Y,N,348,2015,Northeast,201066.88,Year,Y,Certified
EZYV2908,Asia,Master's,Y,N,112639,1988,West,47791.21,Year,Y,Certified
EZYV21654,Europe,Master's,Y,N,472,1999,South,42310.98,Year,Y,Certified
EZYV14071,Asia,Master's,Y,N,3759,2015,Northeast,154297.44,Year,N,Certified
EZYV17891,Asia,Master's,Y,N,1211,2010,West,6679.43,Year,Y,Denied
EZYV7211,Asia,Bachelor's,Y,N,2841,1999,South,49817.21,Year,Y,Denied
EZYV13519,North America,Master's,Y,N,2935,1980,Midwest,27486.08,Year,Y,Certified
EZYV23197,Asia,Bachelor's,N,N,2368,1993,West,794.8602,Hour,Y,Denied
EZYV10526,Asia,Master's,N,N,719,1868,West,147415.92,Year,N,Denied
EZYV15413,Asia,Bachelor's,N,N,272,1847,Northeast,172.72,Year,Y,Denied
EZYV173,Asia,Master's,Y,N,3050,1993,Northeast,10341.89,Year,Y,Certified
EZYV12895,Asia,Master's,Y,N,1583,2001,Midwest,23741.69,Year,Y,Certified
EZYV22663,North America,High School,Y,N,782,1925,Island,152721.27,Year,Y,Certified
EZYV15004,Asia,Master's,Y,N,2418,2006,West,123438.97,Year,N,Certified
EZYV14401,Asia,High School,N,N,522,1817,South,36103.32,Year,Y,Denied
EZYV2354,Asia,Bachelor's,N,Y,1367,2011,South,174552.27,Year,Y,Certified
EZYV19244,Asia,Bachelor's,N,N,695,1977,South,49988.4,Year,Y,Denied
EZYV13863,Asia,Master's,Y,N,2041,2000,Midwest,160789.94,Year,Y,Certified
EZYV16756,Asia,Bachelor's,N,N,2545,1928,Northeast,141597.87,Year,Y,Denied
EZYV787,Asia,Master's,Y,N,4403,1988,Midwest,33645.75,Year,Y,Certified
EZYV1595,Asia,Bachelor's,Y,N,3667,2011,South,109575.72,Year,Y,Certified
EZYV22686,North America,Bachelor's,N,N,506,1978,West,70796.62,Year,Y,Certified
EZYV15275,Asia,Bachelor's,Y,N,91203,1999,South,50395.56,Year,Y,Denied
EZYV23143,Asia,Master's,N,N,3578,1905,Midwest,30245.21,Year,Y,Certified
EZYV24866,Oceania,Doctorate,N,Y,3487,1930,West,59969.55,Year,Y,Denied
EZYV13627,Asia,Doctorate,N,N,2480,1990,Midwest,97897.34,Year,Y,Certified
EZYV11726,North America,Master's,Y,Y,4114,1977,South,123176.33,Year,Y,Denied
EZYV13954,Asia,Master's,N,N,5371,1964,Northeast,110650.93,Year,N,Certified
EZYV6045,Asia,Master's,Y,N,2387,1951,Northeast,39359.68,Year,Y,Certified
EZYV3139,North America,Bachelor's,Y,N,1305,1994,West,203915.7,Year,Y,Certified
EZYV17809,Asia,Bachelor's,N,N,3925,1838,Northeast,112376.07,Year,Y,Denied
EZYV16613,Asia,Bachelor's,Y,N,3160,1981,South,102886.62,Week,Y,Denied
EZYV18147,Asia,Bachelor's,Y,N,1440,2001,South,111414.29,Year,Y,Certified
EZYV16170,Asia,Bachelor's,Y,N,304,1940,South,19951.82,Year,Y,Certified
EZYV11848,Asia,Bachelor's,Y,N,665,2009,Northeast,136688.66,Year,Y,Denied
EZYV9800,Asia,Master's,N,N,228,2005,South,140620.77,Year,Y,Certified
EZYV10107,Asia,Bachelor's,N,N,1018,2006,Northeast,10595.4,Year,N,Denied
EZYV13315,Asia,Master's,Y,N,13047,1863,Midwest,123222.87,Year,N,Certified
EZYV11694,North America,Bachelor's,N,Y,4474,1995,West,113495.01,Year,Y,Denied
EZYV23821,Asia,Bachelor's,Y,N,15307,1998,West,23007.56,Year,Y,Denied
EZYV24299,Asia,Master's,Y,N,5156,1920,Northeast,44642.96,Year,N,Certified
EZYV19129,Europe,Bachelor's,N,N,5501,2003,Northeast,42332.42,Year,Y,Certified
EZYV592,Europe,Bachelor's,N,N,86050,2007,South,152569.46,Year,Y,Certified
EZYV13907,North America,Master's,Y,N,35861,2009,Northeast,116782.48,Year,Y,Certified
EZYV19871,Asia,Master's,N,Y,3634,1997,Island,15825.93,Year,Y,Certified
EZYV17173,North America,Bachelor's,N,Y,141,1884,Northeast,830.2282,Hour,Y,Certified
EZYV10472,Europe,Master's,Y,N,3180,2003,Northeast,101896.48,Year,Y,Certified
EZYV22484,Asia,Master's,N,N,1570,2007,Midwest,109438.1,Year,Y,Certified
EZYV24685,Asia,Master's,Y,N,109616,1926,Northeast,100210.7,Year,Y,Certified
EZYV11743,Asia,Master's,N,Y,1755,1956,West,122903.03,Year,Y,Certified
EZYV11140,Europe,Bachelor's,Y,N,2459,1975,South,154676.05,Year,N,Certified
EZYV12469,North America,Bachelor's,Y,N,2845,1963,South,24055.31,Year,Y,Denied
EZYV1572,North America,Bachelor's,N,N,4163,1993,Northeast,152757.17,Year,N,Denied
EZYV13594,Asia,Master's,Y,Y,1973,2009,Northeast,36557.42,Year,Y,Denied
EZYV2267,Asia,Master's,N,N,23890,1845,South,155492.23,Year,N,Certified
EZYV15151,Europe,High School,Y,N,2224,2003,Northeast,91794.48,Year,Y,Denied
EZYV8008,Europe,Bachelor's,Y,N,235,1970,Northeast,36.0253,Hour,Y,Denied
EZYV15100,Asia,High School,Y,N,674,2002,South,149698.04,Year,Y,Denied
EZYV12937,Asia,Bachelor's,N,N,2086,2006,Northeast,61897.54,Year,Y,Denied
EZYV268,North America,Master's,Y,N,2733,1960,West,108458.31,Year,Y,Certified
EZYV14820,Asia,Master's,N,N,1871,1975,Midwest,782.6246,Hour,Y,Denied
EZYV16428,Oceania,Master's,N,N,5557,1968,Northeast,184826.87,Year,Y,Certified
EZYV19337,Asia,High School,Y,N,3216,1911,South,459.6725,Hour,Y,Denied
EZYV10391,Asia,High School,N,N,3528,1945,Midwest,47052.99,Year,Y,Denied
EZYV7435,Asia,Doctorate,Y,N,5628,2012,West,51617.25,Year,Y,Certified
EZYV19066,North America,Master's,Y,N,1687,1977,South,90441.92,Year,Y,Certified
EZYV20992,Europe,Master's,Y,Y,4082,2008,West,64905.4,Year,Y,Certified
EZYV3573,Asia,Master's,Y,N,2492,2007,Midwest,250289.08,Year,N,Certified
EZYV24369,Asia,Master's,Y,N,4361,1956,South,53656.66,Year,Y,Certified
EZYV3175,Asia,Master's,Y,N,657,1994,West,149.4644,Hour,Y,Certified
EZYV3602,Asia,Master's,N,N,1763,1996,Midwest,71692.58,Year,N,Denied
EZYV14497,Asia,Bachelor's,N,N,1621,2010,South,85271.22,Year,Y,Certified
EZYV5324,North America,Bachelor's,N,N,1926,2006,South,404.4565,Hour,Y,Certified
EZYV20298,Asia,High School,Y,N,4708,1997,South,51372.5,Year,Y,Certified
EZYV9793,Asia,High School,Y,N,4171,2004,South,14666.85,Year,Y,Denied
EZYV12755,Asia,Bachelor's,N,N,85,2003,West,88971.79,Year,Y,Certified
EZYV14453,Asia,High School,Y,N,2153,1988,South,40482.41,Year,Y,Denied
EZYV10168,North America,Bachelor's,N,N,2208,2011,South,155086.56,Year,Y,Denied
EZYV2642,Asia,Master's,N,N,736,1994,South,15108.15,Year,Y,Denied
EZYV8023,Asia,High School,Y,N,1312,2003,Northeast,34802.03,Year,Y,Denied
EZYV22185,North America,Master's,N,N,2841,1977,Northeast,17364.35,Year,N,Certified
EZYV7979,North America,High School,Y,N,1743,1866,South,234.4957,Hour,Y,Certified
EZYV9112,Asia,Doctorate,Y,N,3586,1930,Northeast,128238.66,Year,Y,Certified
EZYV23791,Asia,Bachelor's,Y,N,26685,2011,West,44466.28,Year,Y,Certified
EZYV7053,South America,Master's,Y,N,3937,1877,Northeast,92949.73,Year,Y,Certified
EZYV9287,Asia,High School,N,Y,2660,2004,South,56932.04,Year,Y,Denied
EZYV3413,Asia,Bachelor's,N,N,3590,1996,Midwest,52721.38,Year,Y,Denied
EZYV12529,Asia,Bachelor's,N,N,2693,2006,Midwest,150371.94,Year,Y,Certified
EZYV4581,Africa,Master's,Y,N,2123,1967,South,78850.48,Year,Y,Certified
EZYV481,Africa,Master's,Y,N,3285,1989,Northeast,165219.14,Year,Y,Certified
EZYV6962,Asia,Master's,Y,N,417,1807,South,210.5073,Hour,Y,Certified
EZYV8902,Asia,Bachelor's,Y,N,744,1981,West,46503.44,Year,Y,Certified
EZYV8588,Asia,Bachelor's,Y,N,2992,2000,South,73801.99,Year,Y,Certified
EZYV24100,Asia,Bachelor's,Y,N,796,2010,Island,725.1272,Hour,Y,Certified
EZYV13973,North America,High School,N,N,1062,2001,Midwest,124883.71,Year,Y,Denied
EZYV24790,Asia,Bachelor's,Y,N,5168,2008,West,28398.54,Year,Y,Denied
EZYV4673,Asia,Master's,Y,Y,2144,1997,South,118784.32,Year,Y,Certified
EZYV22862,Asia,Bachelor's,Y,N,2447,2000,West,115485.31,Year,Y,Denied
EZYV13848,North America,Master's,Y,N,1634,2013,South,923.4368,Hour,Y,Denied
EZYV16102,Asia,Bachelor's,N,N,649,1996,South,147.13,Hour,Y,Denied
EZYV3352,Asia,Bachelor's,N,N,569,1840,Northeast,111155.99,Year,Y,Denied
EZYV11093,Asia,Master's,Y,Y,2401,2004,Northeast,54400.64,Year,Y,Certified
EZYV8924,Europe,Bachelor's,Y,Y,2072,1993,Northeast,90363.69,Year,Y,Certified
EZYV21227,Asia,High School,Y,N,3279,1976,West,129765.37,Year,N,Denied
EZYV2850,Asia,Bachelor's,Y,N,8699,1997,South,118313.22,Year,Y,Certified
EZYV3433,Europe,Bachelor's,N,N,1615,1988,West,96332.09,Year,Y,Certified
EZYV16532,Asia,Master's,Y,N,1015,1801,Island,100133.56,Year,Y,Denied
EZYV24521,North America,Bachelor's,Y,N,4535,1996,Northeast,22272.94,Year,Y,Certified
EZYV5199,Asia,Bachelor's,Y,N,4322,2010,South,130396.85,Year,Y,Certified
EZYV4815,Asia,Bachelor's,Y,N,25567,2009,South,64060.63,Year,Y,Certified
EZYV9613,Asia,Master's,Y,N,951,1994,West,108976.43,Year,Y,Certified
EZYV6865,Asia,Bachelor's,N,N,1738,2007,Midwest,58895.93,Year,Y,Certified
EZYV17964,South America,Doctorate,Y,N,2706,1985,Northeast,20429.94,Year,Y,Certified
EZYV24381,Asia,Master's,Y,N,1708,1993,South,64367.15,Year,N,Certified
EZYV8798,South America,Bachelor's,N,N,634,2004,Northeast,113964.19,Year,N,Denied
EZYV6629,Asia,Master's,Y,N,2514,1979,Northeast,91644.5,Year,Y,Certified
EZYV6177,Asia,Bachelor's,Y,N,97234,1965,Northeast,91852.42,Year,Y,Denied
EZYV18598,Asia,Master's,Y,N,448,1993,South,97862.47,Year,Y,Certified
EZYV11744,North America,Bachelor's,Y,N,3062,2001,West,88731.14,Year,Y,Denied
EZYV380,Asia,Bachelor's,Y,N,2090,1872,West,197452.18,Year,N,Certified
EZYV21805,Asia,High School,Y,N,12,2004,South,53310.41,Year,Y,Denied
EZYV1559,Asia,Bachelor's,N,N,3208,1994,Midwest,48906.79,Year,Y,Certified
EZYV21793,Europe,Doctorate,N,N,3772,1998,West,45894.14,Year,Y,Certified
EZYV21588,Europe,Bachelor's,N,N,1879,1953,Midwest,127997.92,Year,Y,Certified
EZYV5672,Europe,Doctorate,Y,N,6213,2013,West,54211.12,Year,Y,Certified
EZYV2898,Asia,Master's,N,N,2875,2006,West,103.36,Hour,Y,Denied
EZYV21903,Asia,Bachelor's,N,Y,2369,1976,West,164179.04,Year,Y,Denied
EZYV24344,North America,Master's,Y,N,3744,1999,Northeast,302.6871,Hour,Y,Certified
EZYV24817,Asia,Master's,Y,N,2079,1986,Midwest,134752.84,Year,Y,Certified
EZYV9240,Asia,Bachelor's,N,Y,1008,2007,South,76168.88,Year,Y,Certified
EZYV11250,North America,Master's,N,N,3018,1950,Midwest,589.9443,Hour,Y,Denied
EZYV6275,Asia,Master's,Y,N,2088,2012,Northeast,80886.4,Week,Y,Certified
EZYV7596,Asia,Master's,N,N,837,2002,West,124511.86,Year,Y,Certified
EZYV11172,Asia,Master's,Y,N,15325,1968,South,170255.29,Year,N,Denied
EZYV23000,Asia,Bachelor's,Y,N,2309,2008,West,144429.73,Year,Y,Denied
EZYV2075,Asia,Master's,N,N,718,1971,Midwest,527.2303,Hour,Y,Certified
EZYV14106,Asia,Bachelor's,Y,N,1684,1960,Northeast,46858.75,Year,Y,Denied
EZYV3622,Asia,Bachelor's,N,N,536,1928,West,63811.81,Year,Y,Denied
EZYV7270,Asia,Doctorate,Y,N,1066,2001,Northeast,204.6484,Hour,Y,Certified
EZYV22117,South America,Bachelor's,Y,N,3108,1894,West,16560.81,Year,Y,Denied
EZYV9709,Europe,Bachelor's,Y,N,1665,1862,Midwest,69822.5,Year,Y,Denied
EZYV13888,Europe,Bachelor's,N,Y,883,1986,Northeast,68254.81,Year,Y,Denied
EZYV1970,Asia,Master's,N,N,623,1980,West,157203.4,Year,Y,Denied
EZYV14536,South America,High School,N,Y,2513,1989,South,161454.21,Year,Y,Denied
EZYV11220,Europe,Bachelor's,Y,N,4711,2007,West,47353.13,Year,Y,Denied
EZYV13861,Asia,Master's,N,Y,3136,2012,South,93293.67,Year,Y,Certified
EZYV1974,North America,Master's,Y,N,3557,1989,South,45343.15,Year,Y,Certified
EZYV9430,Europe,Master's,Y,N,4813,2013,Northeast,57216.92,Year,Y,Certified
EZYV18068,Europe,Master's,N,N,1106,2010,Midwest,89419.65,Year,Y,Denied
EZYV13943,Asia,Bachelor's,Y,N,1495,2001,Midwest,26192.56,Year,Y,Certified
EZYV16249,Asia,High School,N,N,2586,1984,West,7242.39,Year,Y,Denied
EZYV18085,Asia,Master's,Y,N,1023,1997,Midwest,68021.59,Year,Y,Certified
EZYV3023,Asia,Bachelor's,Y,N,7407,2001,Northeast,108128.41,Year,Y,Certified
EZYV16625,North America,Bachelor's,N,N,2734,1979,Northeast,603.4404,Hour,Y,Certified
EZYV9637,Asia,Doctorate,Y,N,1618,2010,Northeast,114.82,Hour,Y,Certified
EZYV13085,Asia,Bachelor's,N,N,4820,2004,West,56608.48,Year,Y,Denied
EZYV21476,Asia,High School,Y,N,2876,1992,West,45234.64,Year,Y,Denied
EZYV23779,North America,Master's,N,N,157712,2005,South,107772.89,Year,N,Certified
EZYV10777,North America,High School,N,N,1046,1999,West,660.5249,Hour,Y,Denied
EZYV3557,Asia,Master's,N,N,219,2004,Northeast,96792.02,Year,N,Denied
EZYV10240,North America,Bachelor's,Y,N,5378,2009,Northeast,31074.0,Year,N,Denied
EZYV20802,South America,Bachelor's,Y,N,1289,1996,South,44095.64,Year,Y,Certified
EZYV16922,North America,Master's,Y,N,2821,2011,South,7399.86,Year,Y,Certified
EZYV13769,Asia,High School,Y,N,4209,1890,West,698.6972,Hour,Y,Denied
EZYV19547,Asia,Bachelor's,Y,N,3494,2004,Midwest,80766.58,Year,Y,Certified
EZYV16636,Asia,High School,Y,N,1501,1946,Northeast,3764.82,Year,Y,Certified
EZYV20510,Asia,Bachelor's,N,N,1131,1990,Midwest,73677.94,Year,Y,Denied
EZYV33,Asia,Bachelor's,N,N,2415,1963,Midwest,72077.57,Year,N,Certified
EZYV8994,Asia,Master's,Y,N,2801,1999,West,111258.45,Year,Y,Certified
EZYV17815,Europe,Master's,Y,N,196058,2001,West,30419.62,Year,Y,Certified
EZYV19485,Asia,Bachelor's,Y,N,5238,1995,Northeast,7196.85,Year,Y,Denied
EZYV11054,Europe,Master's,Y,Y,778,1987,Northeast,85052.9,Year,Y,Certified
EZYV5076,Asia,Bachelor's,Y,N,452,1843,Midwest,101475.51,Year,Y,Certified
EZYV4358,Europe,Bachelor's,Y,N,235,2001,South,123329.52,Year,Y,Certified
EZYV10226,Europe,Bachelor's,N,Y,583,1959,South,11573.92,Year,Y,Certified
EZYV19078,North America,Bachelor's,N,N,4109,1998,Midwest,35227.1,Year,Y,Denied
EZYV11894,Asia,Bachelor's,Y,N,3074,2001,South,85596.97,Year,Y,Certified
EZYV6210,Asia,Master's,Y,N,2304,2007,South,151277.04,Year,Y,Certified
EZYV25407,Asia,High School,Y,N,4806,2006,Northeast,137125.01,Year,Y,Certified
EZYV17754,Asia,High School,N,N,1560,1987,Northeast,171921.87,Year,N,Denied
EZYV1170,North America,Bachelor's,Y,N,4069,1994,West,50088.69,Year,Y,Certified
EZYV86,Asia,Master's,Y,N,2480,1981,Northeast,34213.17,Year,Y,Certified
EZYV9121,Asia,Bachelor's,Y,N,576,1927,South,98784.81,Year,Y,Denied
EZYV3773,Africa,High School,Y,N,1000,2008,Northeast,66194.39,Year,Y,Denied
EZYV23755,North America,Bachelor's,Y,N,3213,1994,West,113528.18,Year,Y,Certified
EZYV5582,Asia,Bachelor's,Y,N,2399,1892,Northeast,110296.17,Year,Y,Denied
EZYV20591,Africa,Master's,Y,N,4045,1991,West,46302.56,Year,Y,Certified
EZYV13645,Asia,Master's,Y,N,2860,2001,Midwest,83565.7,Year,Y,Certified
EZYV11714,Asia,Bachelor's,N,Y,1839,2012,Northeast,131408.95,Year,Y,Denied
EZYV6287,Asia,Master's,N,N,1219,2003,West,154695.04,Year,N,Certified
EZYV24082,Africa,Bachelor's,Y,N,5689,1998,Northeast,124668.62,Year,Y,Certified
EZYV7221,Asia,Master's,Y,N,1617,1994,Midwest,54033.4,Year,Y,Certified
EZYV9842,Africa,Master's,N,N,4469,2003,Midwest,131674.19,Year,Y,Certified
EZYV3937,Asia,High School,Y,N,2741,1971,Northeast,293.0452,Hour,Y,Denied
EZYV8187,Asia,Bachelor's,Y,N,1081,1840,Northeast,49588.4,Year,Y,Denied
EZYV7436,North America,Bachelor's,N,Y,1486,2004,West,100756.72,Year,Y,Denied
EZYV17268,Asia,Bachelor's,Y,N,499,1909,West,72476.76,Month,Y,Denied
EZYV6023,Asia,Master's,N,N,5482,2002,Northeast,46228.4,Year,N,Certified
EZYV23413,Asia,Bachelor's,Y,N,86,1957,Northeast,15413.23,Year,Y,Certified
EZYV20788,Asia,Master's,Y,N,97,2003,South,150107.26,Year,Y,Certified
EZYV10480,Asia,Bachelor's,Y,N,3105,1919,West,52479.96,Year,Y,Certified
EZYV12780,Asia,Master's,N,Y,1035,2013,Northeast,66127.78,Year,Y,Denied
EZYV4532,South America,Bachelor's,Y,N,2044,2001,South,239465.3,Year,Y,Certified
EZYV18119,Asia,Master's,N,N,30710,1993,Midwest,85459.81,Year,N,Certified
EZYV4507,Asia,Bachelor's,Y,N,4533,2000,Northeast,77899.94,Year,Y,Certified
EZYV8938,Europe,Doctorate,Y,N,1648,2006,South,4747.52,Year,Y,Certified
EZYV16878,Asia,Bachelor's,N,N,3533,2009,Northeast,60151.75,Year,Y,Denied
EZYV20934,Asia,Bachelor's,Y,N,471,1991,South,144788.08,Year,Y,Certified
EZYV22728,Asia,Bachelor's,N,N,551,2007,Northeast,91392.77,Year,Y,Denied
EZYV18941,Asia,Master's,Y,N,1634,1965,West,181453.24,Year,Y,Certified
EZYV9517,Asia,Master's,N,N,4951,1978,West,58992.14,Year,Y,Certified
EZYV11136,Asia,Bachelor's,Y,Y,3494,1977,Northeast,65972.28,Year,Y,Certified
EZYV7832,Asia,Doctorate,N,Y,319,1968,Northeast,86152.52,Year,Y,Certified
EZYV17581,Asia,Bachelor's,N,N,4498,1977,South,781.1354,Hour,Y,Denied
EZYV13653,Asia,Bachelor's,N,N,938,2012,Northeast,154523.77,Year,Y,Certified
EZYV9660,Asia,Master's,Y,N,2458,1988,South,106083.45,Year,Y,Certified
EZYV4197,Asia,Bachelor's,N,N,12004,1986,West,28289.99,Year,Y,Denied
EZYV4278,Europe,High School,N,Y,5752,1999,South,82305.59,Year,Y,Denied
EZYV13337,Europe,High School,Y,N,3116,1947,West,45264.9,Year,Y,Denied
EZYV8580,Asia,High School,Y,Y,3717,1994,South,74403.33,Year,Y,Denied
EZYV22719,Asia,Bachelor's,Y,N,2210,2006,Northeast,183741.59,Year,Y,Denied
EZYV939,Asia,Master's,N,N,755,1993,Midwest,26803.34,Year,Y,Certified
EZYV8644,Asia,Bachelor's,N,N,1773,1952,South,43138.52,Year,Y,Certified
EZYV4454,Europe,Doctorate,N,Y,24536,1996,South,52250.72,Year,Y,Certified
EZYV14931,Asia,Master's,N,N,4233,1857,West,37763.22,Year,Y,Certified
EZYV15158,Asia,Doctorate,N,N,1096,2001,West,139482.71,Year,Y,Certified
EZYV1292,Europe,Bachelor's,Y,N,873,1976,West,116441.42,Year,Y,Certified
EZYV1947,Asia,Master's,N,N,368,1981,Northeast,328.9512,Hour,Y,Denied
EZYV18738,North America,Master's,Y,N,1053,1999,South,88642.0,Year,Y,Certified
EZYV23814,Asia,Bachelor's,N,N,348,1970,South,113.6,Hour,Y,Certified
EZYV18326,Asia,Bachelor's,N,N,2591,1984,Northeast,53046.45,Year,Y,Certified
EZYV21782,Asia,Bachelor's,Y,N,41517,2016,South,90733.61,Year,Y,Certified
EZYV2245,Asia,High School,Y,N,4092,1997,West,40663.98,Year,Y,Denied
EZYV13568,Asia,Master's,N,N,2169,1993,Midwest,94799.01,Year,Y,Denied
EZYV7000,South America,Bachelor's,Y,N,1198,2005,South,386.1515,Hour,Y,Denied
EZYV24944,North America,High School,N,N,2084,1987,Northeast,463.3973,Hour,Y,Denied
EZYV24160,North America,Bachelor's,Y,N,1058,2001,West,65068.1,Year,Y,Certified
EZYV15192,North America,Master's,Y,N,1532,1998,South,40336.45,Year,Y,Certified
EZYV566,Asia,High School,Y,N,2641,2007,South,97466.91,Year,Y,Certified
EZYV19890,Europe,High School,N,N,26600,1998,Northeast,85686.7,Year,Y,Certified
EZYV24015,Asia,Bachelor's,N,N,1352,1995,Northeast,54408.26,Year,Y,Certified
EZYV12787,Asia,Bachelor's,Y,N,1187,2011,South,68051.06,Year,Y,Certified
EZYV15301,Asia,Bachelor's,N,N,2138,1980,West,171558.9,Year,Y,Denied
EZYV7571,Asia,Master's,N,N,417,2000,Midwest,7861.09,Year,Y,Certified
EZYV24250,Asia,Doctorate,Y,N,3652,2007,West,17479.28,Year,Y,Denied
EZYV17406,North America,Bachelor's,N,N,338,2006,South,131422.15,Year,N,Certified
EZYV14510,Asia,Bachelor's,Y,N,1166,2001,Midwest,18740.24,Year,Y,Certified
EZYV12420,Asia,High School,Y,N,2385,1985,Northeast,97834.38,Year,Y,Denied
EZYV14905,Asia,Bachelor's,Y,N,4330,2011,South,124988.32,Year,Y,Denied
EZYV774,Europe,Master's,Y,N,555,1968,West,9693.06,Year,Y,Certified
EZYV9172,Asia,Master's,Y,N,929,2009,West,120381.76,Year,Y,Certified
EZYV2228,Asia,High School,N,N,15671,2001,Midwest,155318.77,Year,Y,Certified
EZYV17707,Asia,Doctorate,N,N,3092,1985,West,674.1029,Hour,Y,Denied
EZYV11895,North America,Doctorate,N,N,851,1999,West,92686.73,Year,Y,Certified
EZYV22294,Asia,Master's,N,N,326,2000,Midwest,110646.74,Year,Y,Denied
EZYV14546,North America,Master's,N,N,543,1884,Northeast,351.3848,Hour,Y,Denied
EZYV1575,Asia,Bachelor's,Y,N,2752,1962,Midwest,108319.75,Year,Y,Certified
EZYV18142,Asia,Master's,Y,N,4841,1998,West,27678.35,Year,Y,Denied
EZYV17230,South America,High School,N,N,2229,2003,Northeast,440.3227,Hour,Y,Denied
EZYV819,Asia,Master's,Y,N,644,1977,Northeast,96786.88,Year,Y,Certified
EZYV21635,Asia,Master's,N,N,1401,1993,Northeast,123118.78,Year,N,Denied
EZYV19045,Asia,Master's,N,N,263,1994,Midwest,92848.49,Year,Y,Certified
EZYV20598,Europe,Bachelor's,N,N,2040,2006,West,24467.55,Year,Y,Certified
EZYV9274,North America,Master's,N,N,3060,1982,Northeast,90569.35,Year,N,Denied
EZYV4255,Asia,Bachelor's,N,N,3279,1998,Midwest,116845.29,Year,Y,Denied
EZYV10879,South America,Bachelor's,Y,N,4877,1918,South,69479.59,Year,Y,Certified
EZYV20914,Asia,Bachelor's,Y,Y,2597,1968,South,91922.48,Year,Y,Certified
EZYV5382,Europe,Master's,N,N,1752,1920,Northeast,920.8805,Hour,Y,Denied
EZYV4598,Asia,High School,Y,N,1426,1999,Northeast,21927.16,Year,Y,Denied
EZYV23922,Asia,Bachelor's,N,N,1182,2001,Northeast,54702.67,Year,Y,Certified
EZYV24868,Africa,Bachelor's,N,N,322,2013,West,4416.13,Year,Y,Certified
EZYV1473,Europe,Doctorate,Y,N,1561,1800,South,43420.11,Year,Y,Certified
EZYV21341,Asia,Master's,Y,N,1735,1977,Northeast,71264.4,Year,Y,Certified
EZYV20536,North America,Master's,Y,N,4086,2005,South,114977.75,Year,N,Certified
EZYV11723,North America,Master's,Y,N,18489,2003,Northeast,83878.52,Year,N,Certified
EZYV13544,Europe,Doctorate,N,Y,6139,1997,Northeast,34342.21,Year,Y,Certified
EZYV14149,Africa,Master's,N,N,2691,2011,South,104253.66,Year,Y,Certified
EZYV10416,Asia,Bachelor's,N,N,1009,2010,South,78676.37,Year,Y,Denied
EZYV18746,Asia,Doctorate,N,Y,12357,1947,West,101702.59,Year,Y,Certified
EZYV6562,Asia,Master's,Y,N,3030,1975,South,123654.65,Year,Y,Certified
EZYV768,Asia,Bachelor's,Y,N,1573,2008,West,31190.56,Year,Y,Certified
EZYV19899,Asia,Master's,Y,N,723,2006,West,266.7472,Hour,Y,Denied
EZYV11171,Asia,Master's,N,N,1151,2011,Northeast,143835.92,Year,N,Certified
EZYV6936,Asia,High School,Y,N,3579,2006,Northeast,26119.6,Year,Y,Denied
EZYV24129,Asia,Master's,Y,N,1807,2010,South,31662.03,Year,Y,Certified
EZYV3038,Asia,Bachelor's,Y,N,1615,2011,West,81338.31,Year,Y,Certified
EZYV12140,North America,Bachelor's,Y,N,2190,2013,South,129276.92,Year,Y,Certified
EZYV24831,North America,Bachelor's,N,Y,1845,2010,Midwest,39150.97,Year,Y,Certified
EZYV584,North America,Bachelor's,Y,N,1105,1962,West,60561.95,Year,Y,Certified
EZYV23775,Asia,Bachelor's,Y,N,1672,1992,West,2851.62,Year,Y,Certified
EZYV21132,Asia,Bachelor's,N,N,1438,1998,West,219.0587,Hour,Y,Denied
EZYV13132,Asia,Master's,N,N,1270,1999,Northeast,84216.35,Year,Y,Certified
EZYV7908,North America,Master's,N,N,1630,1979,South,240846.68,Year,N,Denied
EZYV2136,Europe,High School,Y,N,2345,1999,West,113020.08,Year,Y,Denied
EZYV687,Asia,Master's,N,N,582,1971,South,92051.71,Year,Y,Certified
EZYV6799,North America,Bachelor's,Y,N,2009,1969,Northeast,136851.74,Year,Y,Certified
EZYV10632,Asia,Master's,N,Y,3340,2005,South,59774.48,Year,Y,Certified
EZYV20589,Europe,Bachelor's,Y,N,2810,1998,South,33788.57,Year,Y,Certified
EZYV6549,Asia,Master's,Y,N,23,2010,South,63414.81,Year,Y,Certified
